topic,topic_words,tahun,count
185,"obesity, self, regulated, metrics, urgent",2023-09-14 04:00:00,8
186,"cu2znsns4, tin, optoelectronic, next, interplay",2023-09-14 04:00:00,2
187,"perovskite, solar, cell, unconventional, neutrality",2023-09-14 04:00:00,4
188,"vaccine, unmasking, involuntary, neurological, immunization",2023-09-14 04:00:00,4
189,"delineation, clue, terrestrial, europium, magnetotelluric",2023-09-14 04:00:00,2
190,"dentistry, lca, embodied, brawijaya, column",2023-09-14 04:00:00,1
191,"ii, equipment, emissions, carboxymethyl, removal",2023-09-14 04:00:00,5
192,"influenced, wind, produce, savonius, output",2023-09-14 04:00:00,1
193,"wind, turbine, silver, sensing, foetida",2023-09-14 04:00:00,4
194,"rotation, station, enhancement, silver, assessing",2023-09-14 04:00:00,2
195,"instagram, critical, divisions, problem, thinking",2023-09-14 04:00:00,6
196,"pile, instagram, bearing, settlement, defects",2023-09-14 04:00:00,2
197,"finite, element, violence, bullying, sins",2023-09-14 04:00:00,3
199,"3t3, l1, garlic, bulb, single",2023-09-14 04:00:00,3
200,"nanotubes, garlic, tube, single, wall",2023-09-14 04:00:00,3
201,"yolov, segmentation, limb, gait, individuals",2023-09-14 04:00:00,1
202,"bakh, diospyros, blancoi, celebica, botanic",2023-09-14 04:00:00,1
203,"skeptics, kuhnian, sert, proponents, bibliometrics",2023-09-14 04:00:00,2
206,"hours, operability, certificate, zone, upper",2023-09-14 04:00:00,2
209,"groundwater, inklusi, aquifer, manyarejo, detention",2023-09-14 04:00:00,2
210,"microwave, geolistrik, absorption, dipole, konfigurasi",2023-09-14 04:00:00,8
211,"microwave, soybeans, diversity, combat, genetic",2023-09-14 04:00:00,2
213,"biobliometric, curricula, ethnobotany, insights, indigenous",2023-09-14 04:00:00,1
215,"droop, qhbm, microgrid, queen, honey",2023-09-14 04:00:00,1
216,"lms, listening, formative, instrument, bee",2023-09-14 04:00:00,1
217,"pneumonia, listening, pediatric, xception, densenet",2023-09-14 04:00:00,3
218,"pneumonia, graphene, al2o3, aflatoxin, microfiber",2023-09-14 04:00:00,4
220,"lithium, ion, batteries, gereja, battery",2023-09-14 04:00:00,5
221,"lithium, virtual, ocstal, ion, batteries",2023-09-14 04:00:00,6
222,"underpinnings, theoretical, biological, future, perspectives",2023-09-14 04:00:00,1
224,"share, pair, think, photocatalytic, fe2o3",2023-09-14 04:00:00,4
225,"microgrid, thunderstorm, storage, hydrogen, power",2023-09-14 04:00:00,1
227,"engaging, critical, literacy, happens, integrate",2023-09-14 04:00:00,6
228,"fever, dengue, tampan, gaussian, poisson",2023-09-14 04:00:00,2
229,"36, months, toddlers, aged, determinants",2023-09-14 04:00:00,1
230,"desktop, mikrotik, configuration, practicum, user",2023-09-14 04:00:00,1
231,"consumption, conditions, regional, patterns, distance",2023-09-14 04:00:00,1
232,"de, resilience, sprawl, suburb, perfil",2023-09-14 04:00:00,4
233,"superhydrophilic, boiler, fabric, cleaning, cotton",2023-09-14 04:00:00,1
234,"3d, printing, printed, part, resin",2023-09-14 04:00:00,5
236,"mangrove, langsa, bedul, purwo, forests",2023-09-14 04:00:00,2
237,"adaptabilities, tailoring, interests, latent, mangrove",2023-09-14 04:00:00,2
238,"stem, pjbl, framework, conceptual, integrated",2023-09-14 04:00:00,1
239,"being, well, pjbl, epistemic, freshmen",2023-09-14 04:00:00,2
240,"being, well, mindfulness, hypertensive, psychological",2023-09-14 04:00:00,6
241,"edmodo, wave, distance, changes, conceptual",2023-09-14 04:00:00,1
242,"clarity, immediacy, enjoyment, postgraduate, interplay",2023-09-14 04:00:00,1
243,"manuscripts, operate, conceive, scholarly, cdio",2023-09-14 04:00:00,1
244,"fbg, grating, bragg, sensor, pore",2023-09-14 04:00:00,6
245,"antenna, band, cpw, suppression, compact",2023-09-14 04:00:00,2
246,"minang, migrants, phenomenological, productive, antenna",2023-09-14 04:00:00,1
247,"migran, penanjakan, greenmetric, btsn, anaphalis",2023-09-14 04:00:00,3
248,"brantas, wetter, hydroclimatic, fulfil, drier",2023-09-14 04:00:00,4
249,"levine, rainfall, watershed, brantas, erosivity",2023-09-14 04:00:00,3
250,"breastfeeding, exclusive, acad, transversal, mico",2023-09-14 04:00:00,4
251,"radar, rgo, genetics, pani, nanohybrid",2023-09-14 04:00:00,6
252,"desk, manuscript, journal, quo, challenging",2023-09-14 04:00:00,2
253,"thresholding, wildfire, aopa, rawa, watumohai",2023-09-14 04:00:00,3
256,"5e, titanium, cycle, lc, redox",2023-09-14 04:00:00,6
257,"hanging, pyramid, tiktok, aligned, aspect",2023-09-14 04:00:00,3
258,"turbulence, downstream, salmon, harvesting, tracking",2023-09-14 04:00:00,1
259,"audio, futsal, circuit, sports, salmon",2023-09-14 04:00:00,1
260,"gymnastics, breast, multimedia, zedoaria, phyllanthus",2023-09-14 04:00:00,4
261,"plane, minimum, articulate, storyline, orientation",2023-09-14 04:00:00,1
263,"interference, light, subject, discovery, senior",2023-09-14 04:00:00,1
264,"principals, optik, aspiring, leadership, adapted",2023-09-14 04:00:00,3
265,"compliance, tax, fnb, scmp, rbv",2023-09-14 04:00:00,2
267,"drosophila, melanogaster, naskah, drama, lead",2023-09-14 04:00:00,9
270,"respiration, electronic, human, module, cognitive",2023-09-14 04:00:00,1
271,"normed, orthogonality, generalized, space, its",2023-09-14 04:00:00,1
272,"spaces, sauna, metric, homogeneous, weighted",2023-09-14 04:00:00,3
274,"husk, rice, carbonized, briquette, bio",2023-09-14 04:00:00,5
275,"intelligence, artificial, rice, husk, bridges",2023-09-14 04:00:00,5
276,"globalisation, tufan, gaza, aqsa, contemplating",2023-09-14 04:00:00,1
277,"moodle, gamified, overcoming, mooc, challenges",2023-09-14 04:00:00,2
278,"moodle, lgbt, arv, antiretroviral, populations",2023-09-14 04:00:00,1
279,"hiv, aids, e6, spike, 16",2023-09-14 04:00:00,3
280,"embracing, audiovisual, increased, wellness, relief",2023-09-14 04:00:00,1
281,"music, caching, pearson, longevity, considerations",2023-09-14 04:00:00,4
282,"punching, 6al, 4v, ti, plate",2023-09-14 04:00:00,1
283,"photovoltaic, thermal, nanofluid, ti, knee",2023-09-14 04:00:00,6
287,"bone, dbd, hydrophilicity, village, atmospheric",2023-09-14 04:00:00,2
288,"trigonometric, polyhedron, worksheets, books, geogebra",2023-09-14 04:00:00,2
290,"german, green, commodities, language, mushroom",2023-09-14 04:00:00,4
294,"flash, emocional, macromedia, overcaming, temperadoras",2023-09-14 04:00:00,3
295,"biocompatibility, scaffolds, emotional, porous, bone",2023-09-14 04:00:00,3
296,"sexuality, sound, pilot, comprehensive, childhood",2023-09-14 04:00:00,1
