topic,topic_words,tahun,count
71,"traffic, play, surfaceplay, prosocial, simulation",2018-07-02 20:00:00,2
73,"fiber, laser, mode, wisdom, locked",2018-07-02 20:00:00,12
74,"autis, orangtua, autism, pecs, schedule",2018-07-02 20:00:00,6
75,"fungi, histologic, endophytic, metabolites, observation",2018-07-02 20:00:00,3
76,"faith, disengagement, rationalization, radicalisation, religius",2018-07-02 20:00:00,4
77,"sejarah, outdoor, religious, alun, situs",2018-07-02 20:00:00,9
78,"fraud, whistleblowing, sejarah, adn, kecurangan",2018-07-02 20:00:00,6
79,"perpustakaan, audit, fraud, mendukung, library",2018-07-02 20:00:00,9
81,"creative, pengambilan, keputusan, lear, kemanjuran",2018-07-02 20:00:00,9
82,"creative, characteristic, heights, differenet, bartelsi",2018-07-02 20:00:00,4
83,"batik, motif, mengandung, banyuwangis, makers",2018-07-02 20:00:00,3
84,"batik, ductile, austempering, tensile, motif",2018-07-02 20:00:00,7
85,"bacteria, indigene, ureolytic, urec, encoded",2018-07-02 20:00:00,3
86,"silica, spectroscopy, biomaterials, brief, studied",2018-07-02 20:00:00,6
87,"berinternet, european, perempuan, berkarya, democratic",2018-07-02 20:00:00,4
88,"keikutsertaan, berprestasi, keefektifan, pertama, kegiatan",2018-07-02 20:00:00,2
89,"utillization, facebook, multilingual, whatsapp, social",2018-07-02 20:00:00,3
90,"ande, reenacting, anthology, builder, kaji",2018-07-02 20:00:00,3
91,"exigua, bulbs, pests, onion, portable",2018-07-02 20:00:00,4
92,"straight, motion, instruction, sulitkah, line",2018-07-02 20:00:00,6
93,"kenusantaraan, destruction, cipta, artistik, kriya",2018-07-02 20:00:00,2
94,"ferrofluids, sub, inf, antibacterial, 4000",2018-07-02 20:00:00,8
95,"catfish, growing, farming, pond, fish",2018-07-02 20:00:00,1
96,"gonadotropic, alleviate, nifas, propolis, reproductive",2018-07-02 20:00:00,3
97,"adsorptivitas, adsorben, acrylic, permukaan, partikel",2018-07-02 20:00:00,2
98,"measurement, bank, reviewed, thought, mudah",2018-07-02 20:00:00,3
99,"guling, multimedia, sumberpucung, lantai, belakang",2018-07-02 20:00:00,3
100,"multimedia, negara, antisipasi, mendatang, meneguhkan",2018-07-02 20:00:00,3
101,"objectivity, authentic, appraisal, assessment, plan",2018-07-02 20:00:00,3
102,"fuzzy, logic, brooder, forecasting, nfs",2018-07-02 20:00:00,6
103,"macroeconomics, pluralism, scenario, medan, fuzzy",2018-07-02 20:00:00,2
104,"sapi, economics, manufacturer, lumbricus, proper",2018-07-02 20:00:00,3
105,"moral, konselor, komik, memfasilitasi, perkembangan",2018-07-02 20:00:00,3
106,"moral, counseling, santris, progressif, helper",2018-07-02 20:00:00,6
107,"casting, counseling, binders, cryogenic, rheo",2018-07-02 20:00:00,3
108,"idb, funded, building, measures, shading",2018-07-02 20:00:00,3
109,"kalor, suhu, recitation, thermodynamics, fenomena",2018-07-02 20:00:00,4
110,"mortars, lenturan, geoplimer, berlubang, kalor",2018-07-02 20:00:00,3
111,"develeopment, klaten, agrarian, farmer, contemporary",2018-07-02 20:00:00,2
112,"plants, medicinal, dayak, luak, genik",2018-07-02 20:00:00,3
113,"clean, ring, nil, cleanness, medicinal",2018-07-02 20:00:00,9
114,"rooms, paramedic, equity, inpatient, clean",2018-07-02 20:00:00,2
115,"clathrin, sensitized, dye, dssc, cell",2018-07-02 20:00:00,4
116,"sensitized, dye, solar, insulin, streptozotocin",2018-07-02 20:00:00,5
117,"seblang, ceremony, meanings, aesthetic, forms",2018-07-02 20:00:00,1
118,"bamboo, sidewall, flexure, stirrups, confinements",2018-07-02 20:00:00,3
119,"melatonin, hormon, puasa, jantan, wistar",2018-07-02 20:00:00,1
120,"berpengaruh, faktor, blended, training, object",2018-07-02 20:00:00,2
121,"blended, cu2o, fto, sno2, immersion",2018-07-02 20:00:00,4
123,"microscopy, nanostructured, diffraction, electron, situ",2018-07-02 20:00:00,1
124,"stirring, duration, photocatalytic, hardness, glycol",2018-07-02 20:00:00,5
125,"road, priority, maintenance, bacterial, bureaucracy",2018-07-02 20:00:00,4
126,"tpst, bersatu, 3r, penampungan, recycle",2018-07-02 20:00:00,1
127,"elektro, s1, tranduser, teknik, telecommunication",2018-07-02 20:00:00,4
128,"starch, nanoclay, biocomposite, crystallinity, nanocellulose",2018-07-02 20:00:00,8
131,"pandemi, aureus, acids, staphylococcus, antibacterial",2018-07-02 20:00:00,7
132,"meaningful, map, reconstruction, improvable, cbl",2018-07-02 20:00:00,4
133,"grading, fashion, map, concept, adobe",2018-07-02 20:00:00,5
134,"functionally, graded, concrete, fashion, layers",2018-07-02 20:00:00,4
135,"graded, concrete, beams, undang, kebudayaan",2018-07-02 20:00:00,7
136,"styles, primary, environment, conceptual, effects",2018-07-02 20:00:00,1
137,"popular, practicality, survival, validity, plants",2018-07-02 20:00:00,2
138,"diabetes, mellitus, plant, melitus, tipe",2018-07-02 20:00:00,5
140,"cessation, alteration, tobacco, religiosity, smoking",2018-07-02 20:00:00,2
141,"smoking, face, commuter, transjakarta, bayes",2018-07-02 20:00:00,5
142,"sertifikasi, jaminan, halal, produk, ukm",2018-07-02 20:00:00,3
143,"halal, monitoring, iot, audits, energy",2018-07-02 20:00:00,5
144,"mengukur, choice, kalor, suhu, tier",2018-07-02 20:00:00,1
145,"neutron, perfect, anisotropic, stars, instrumen",2018-07-02 20:00:00,5
146,"exploiting, corpora, third, purposes, pedagogical",2018-07-02 20:00:00,1
147,"exhaust, ron, 1pa, fueled, yamaha",2018-07-02 20:00:00,2
148,"menabung, modernitas, saku, individu, uang",2018-07-02 20:00:00,1
149,"garlic, bulb, hematology, konsumsi, mice",2018-07-02 20:00:00,4
150,"responsibility, corporate, menyusuri, meraih, pertambangan",2018-07-02 20:00:00,3
151,"eggshell, cao, responsibility, corporate, caco",2018-07-02 20:00:00,6
152,"nozzle, floating, blade, wheel, turbine",2018-07-02 20:00:00,4
153,"sepakbola, latihan, turbine, iguana, kicker",2018-07-02 20:00:00,3
154,"betatrophin, metabolic, syndrome, sepakbola, colorectal",2018-07-02 20:00:00,7
155,"asphalt, wearing, crumb, tire, motorcycle",2018-07-02 20:00:00,2
156,"video, kepenyiaran, asphalt, renang, televisi",2018-07-02 20:00:00,3
157,"psikoedukasi, video, dislexia, komunikasi, gugus",2018-07-02 20:00:00,3
158,"persistence, depan, perguruan, year, first",2018-07-02 20:00:00,2
159,"siloxane, imidazoline, functionalized, quasi, route",2018-07-02 20:00:00,1
160,"supervision, clinical, managerial, methodology, ethics",2018-07-02 20:00:00,3
162,"penulisan, ilmiah, convolution, sleepiness, averaging",2018-07-02 20:00:00,3
163,"abili, parisudha, kaya, integrates, emulation",2018-07-02 20:00:00,2
164,"scaffolding, delaying, draw, geogebra, project",2018-07-02 20:00:00,7
165,"layers, fractions, conceptual, elementary, among",2018-07-02 20:00:00,1
166,"skewness, driver, predictive, pendukung, pemilihan",2018-07-02 20:00:00,2
167,"constructive, alignment, look, intervention, written",2018-07-02 20:00:00,2
168,"srengat, tournament, bolabasket, teams, 2018",2018-07-02 20:00:00,1
170,"life, contructing, democracy, berpendekatan, mooc",2018-07-02 20:00:00,3
172,"pekalongan, memupuk, produktifitas, difabel, cluster",2018-07-02 20:00:00,3
173,"svm, articles, technological, calon, tpack",2018-07-02 20:00:00,2
174,"landslide, lsm, pedagogical, imagery, technological",2018-07-02 20:00:00,2
175,"piring, figurative, pigments, landslide, themed",2018-07-02 20:00:00,3
177,"pinjaman, lendingclub, lending, peer, fakto",2018-07-02 20:00:00,2
178,"comic, manners, internalize, proverbs, seventh",2018-07-02 20:00:00,3
179,"vlc, laboratory, um, machine, intelligence",2018-07-02 20:00:00,1
181,"filsafat, typhi, siomay, antifertilitas, kecambah",2018-07-02 20:00:00,3
182,"komparasi, newton, calon, hukum, penguasaan",2018-07-02 20:00:00,1
183,"newton, prone, kelud, volcanic, hazard",2018-07-02 20:00:00,2
185,"makan, siswi, full, day, gizi",2018-07-02 20:00:00,1
186,"perovskite, cell, solar, obesitas, photoanode",2018-07-02 20:00:00,11
187,"dc, efficiency, ac, grid, comparison",2018-07-02 20:00:00,1
188,"yearschildren, parentsreligiosity, immunization, makers, complete",2018-07-02 20:00:00,1
189,"soils, orchards, peh, pulo, magnetic",2018-07-02 20:00:00,4
190,"equipment, nox, toll, susceptibility, magnetic",2018-07-02 20:00:00,4
191,"magnetite, toxicity, sized, polyaniline, dioxide",2018-07-02 20:00:00,2
192,"wind, turbine, savonius, speed, vertical",2018-07-02 20:00:00,7
194,"difference, civic, conventional, strategy, silver",2018-07-02 20:00:00,1
195,"instagram, instastory, pemberdaya, critical, implemented",2018-07-02 20:00:00,4
196,"instagram, finite, element, cracks, axle",2018-07-02 20:00:00,7
197,"bullying, karpman, segitiga, kalangan, perilaku",2018-07-02 20:00:00,2
198,"syntactic, bullying, debate, l2, determination",2018-07-02 20:00:00,2
199,"hyperlipidemia, speaking, uses, garlic, inhibitory",2018-07-02 20:00:00,4
200,"heat, transfer, nanofluid, garlic, exchanger",2018-07-02 20:00:00,7
201,"beraktivitas, bantur, sampai, heat, dataran",2018-07-02 20:00:00,1
202,"update, cloves, aromaticum, maluku, syzygium",2018-07-02 20:00:00,1
204,"al, science, wa, socio, issues",2018-07-02 20:00:00,2
205,"kesantunan, al, liberalisme, mengawal, kekinian",2018-07-02 20:00:00,4
207,"aset, penaksiran, occupancy, schooling, neg",2018-07-02 20:00:00,3
208,"bina, berkebutuhan, inklusi, khusus, diri",2018-07-02 20:00:00,1
209,"inklusi, aquifers, cemung, gedangan, schlumberger",2018-07-02 20:00:00,2
210,"absorbers, bafe12o19, bafe10cozno19, permittivity, microwave",2018-07-02 20:00:00,2
211,"glycine, soybean, microwave, max, merill",2018-07-02 20:00:00,5
212,"soybean, good, governance, berjaringan, reach",2018-07-02 20:00:00,3
213,"culturally, responsive, tradition, crtm, kasada",2018-07-02 20:00:00,4
214,"melon, nata, penyuluhan, booklet, petani",2018-07-02 20:00:00,1
215,"qhbm, queen, alone, mppt, stand",2018-07-02 20:00:00,1
216,"viewing, extensive, elt, listening, bee",2018-07-02 20:00:00,1
217,"listening, pneuonia, innate, macrophages, immune",2018-07-02 20:00:00,2
219,"pemeluk, memupuk, gereja, beragama, kader",2018-07-02 20:00:00,3
220,"batteries, lithium, cathode, ion, linipo4",2018-07-02 20:00:00,4
222,"coping, kombatan, virtual, gam, stress",2018-07-02 20:00:00,3
223,"scien, share, pair, think, combined",2018-07-02 20:00:00,1
225,"mechanisms, thunderstorm, applied, dispat, transformation",2018-07-02 20:00:00,2
226,"thunderstorm, stimulate, song, videos, kindergarten",2018-07-02 20:00:00,3
229,"anthropometry, infants, dengue, status, calculating",2018-07-02 20:00:00,2
230,"tandem, help, distance, does, how",2018-07-02 20:00:00,1
231,"segregation, suburb, sprawl, western, residential",2018-07-02 20:00:00,1
233,"resilience, bimetal, colocasia, hexamethyldisiloxane, superhydrophobic",2018-07-02 20:00:00,3
234,"overhang, fdm, printing, usage, characteristic",2018-07-02 20:00:00,1
236,"coastal, mangrove, coffeerove, karawang, keselamatan",2018-07-02 20:00:00,3
237,"labor, market, relevance, examining, graduates",2018-07-02 20:00:00,2
238,"sipejar, mode, perception, blended, project",2018-07-02 20:00:00,1
239,"counsellor, goal, mindfulness, religiosity, pjbl",2018-07-02 20:00:00,1
241,"quizizz, mekanik, gelombang, aplikasi, pemahaman",2018-07-02 20:00:00,1
242,"exemplar, context, perspective, writing, higher",2018-07-02 20:00:00,1
245,"microstrip, antennas, patches, cp, triangular",2018-07-02 20:00:00,2
246,"finansial, migran, pekerja, keluarga, latar",2018-07-02 20:00:00,2
247,"tengger, around, bromo, semeru, dicranopteris",2018-07-02 20:00:00,3
248,"vhi, drought, river, kuin, vegetation",2018-07-02 20:00:00,2
249,"breastfeeding, cessation, survival, exclusive, related",2018-07-02 20:00:00,1
253,"fires, park, baluran, soil, crater",2018-07-02 20:00:00,3
256,"honeycomb, sulfuric, 304, inhibition, stainless",2018-07-02 20:00:00,1
258,"salmon, transaction, balance, link, obstacles",2018-07-02 20:00:00,4
259,"bulutangki, gymnastics, salmon, pemula, atlet",2018-07-02 20:00:00,3
260,"medicinal, cancer, silico, plants, anti",2018-07-02 20:00:00,1
263,"optik, geometri, saintifik, literasi, sma",2018-07-02 20:00:00,1
265,"tax, amnesty, period, leadership, pajak",2018-07-02 20:00:00,4
268,"tradition, jatirogo, drosophila, melanogaster, elites",2018-07-02 20:00:00,1
272,"thermogenesis, caloric, submaximal, linked, acute",2018-07-02 20:00:00,1
276,"citizen, suryas, existensialism, reporter, page",2018-07-02 20:00:00,1
278,"moodle, aids, hiv, questionnaire, prevention",2018-07-02 20:00:00,2
280,"markasan, selling, best, music, strategy",2018-07-02 20:00:00,1
282,"surgery, pelvic, bending, implant, alloy",2018-07-02 20:00:00,1
286,"kobonduren, bebek, tematik, iptek, dasar",2018-07-02 20:00:00,2
290,"cafe, bersih, sehat, menuju, german",2018-07-02 20:00:00,1
291,"wahid, hasyim, peredaran, darah, bahasan",2018-07-02 20:00:00,1
292,"ganjil, tosari, pandawa, pasraman, sedaeng",2018-07-02 20:00:00,2
294,"flash, intrapersonal, marah, pakar, sederajat",2018-07-02 20:00:00,3
0,"solving, mathematical, problems, mathematics, menyelesaikan",2019-10-20 16:00:00,178
1,"indonesian, mathematical, language, solving, problems",2019-10-20 16:00:00,75
2,"power, indonesian, harmonic, detuned, shunt",2019-10-20 16:00:00,78
3,"tourism, power, wisata, voltage, pariwisata",2019-10-20 16:00:00,111
4,"chemistry, tourism, kimia, chemical, wisata",2019-10-20 16:00:00,96
5,"chemistry, environmental, kimia, chemical, literacy",2019-10-20 16:00:00,83
6,"environmental, magnetic, sub, nanoparticles, lingkungan",2019-10-20 16:00:00,39
7,"entrepreneurial, entrepreneurship, intention, inf, magnetic",2019-10-20 16:00:00,64
8,"entrepreneurial, entrepreneurship, 19, covid, pandemi",2019-10-20 16:00:00,95
9,"pandemic, covid, 19, during, industri",2019-10-20 16:00:00,53
10,"biology, skills, vocational, industri, randai",2019-10-20 16:00:00,59
11,"biology, biologi, skills, critical, thinking",2019-10-20 16:00:00,57
12,"pemasaran, marketing, brand, branding, commerce",2019-10-20 16:00:00,69
13,"reading, brand, literasi, comprehension, baca",2019-10-20 16:00:00,49
14,"android, reading, mobile, membaca, comprehension",2019-10-20 16:00:00,73
15,"android, mobile, atlet, otot, survei",2019-10-20 16:00:00,58
16,"islamic, islam, agama, athletes, atlet",2019-10-20 16:00:00,41
17,"islamic, islam, guru, boarding, professional",2019-10-20 16:00:00,43
18,"guru, parenting, anak, professional, tua",2019-10-20 16:00:00,49
19,"leadership, principal, kepemimpinan, kepala, parenting",2019-10-20 16:00:00,33
20,"kepemimpinan, leadership, employee, kepala, organizational",2019-10-20 16:00:00,35
21,"game, organizational, karyawan, permainan, employee",2019-10-20 16:00:00,54
22,"robot, game, permainan, control, command",2019-10-20 16:00:00,21
23,"augmented, reality, robot, 3d, mobile",2019-10-20 16:00:00,53
24,"augmented, reality, online, learning, web",2019-10-20 16:00:00,48
25,"olahraga, online, jasmani, kesehatan, survei",2019-10-20 16:00:00,37
26,"character, olahraga, karakter, sports, jasmani",2019-10-20 16:00:00,33
27,"graphs, minimal, ramsey, karakter, character",2019-10-20 16:00:00,39
28,"graphs, graph, gender, ramsey, minimal",2019-10-20 16:00:00,34
29,"arabic, arab, gender, women, perempuan",2019-10-20 16:00:00,48
30,"aluminophosphate, chloride, arabic, arab, diamine",2019-10-20 16:00:00,5
31,"geografi, geography, spbl, spatial, silver",2019-10-20 16:00:00,32
32,"geography, geografi, capital, spatial, stock",2019-10-20 16:00:00,28
33,"accounting, akuntansi, perusahaan, saham, return",2019-10-20 16:00:00,41
34,"akuntansi, accounting, catalyst, lime, lemon",2019-10-20 16:00:00,21
35,"critical, thinking, skills, calculus, reaction",2019-10-20 16:00:00,32
36,"critical, jerman, thinking, german, skills",2019-10-20 16:00:00,23
37,"jerman, inclusive, teacher, german, attitudes",2019-10-20 16:00:00,25
38,"physics, inclusive, representations, lecture, teachers",2019-10-20 16:00:00,16
39,"fisika, physics, democracy, autonomy, padat",2019-10-20 16:00:00,25
40,"durbin, inequality, indonesia, investment, exports",2019-10-20 16:00:00,26
41,"bangunan, teknik, inequality, konstruksi, interior",2019-10-20 16:00:00,22
42,"bangunan, engineering, teknik, collab, keahlian",2019-10-20 16:00:00,31
43,"problem, solving, learning, based, explain",2019-10-20 16:00:00,29
44,"problem, media, solving, pembelajaran, learning",2019-10-20 16:00:00,33
45,"symmetric, znonr, foil, fc, aluminum",2019-10-20 16:00:00,15
46,"kesehatan, supercapacitor, clinic, supercapacitors, health",2019-10-20 16:00:00,28
47,"financial, kesehatan, keuangan, medical, health",2019-10-20 16:00:00,24
48,"financial, fluid, fluida, static, statis",2019-10-20 16:00:00,34
49,"fluid, static, fluida, islam, statis",2019-10-20 16:00:00,25
50,"islam, kooperatif, auditory, jigsaw, somatic",2019-10-20 16:00:00,18
51,"oil, biodiesel, kooperatif, palm, k2o",2019-10-20 16:00:00,21
52,"clustering, oil, upcsim, recommendation, biodiesel",2019-10-20 16:00:00,14
53,"means, clustering, classification, sediment, recommendation",2019-10-20 16:00:00,23
54,"perturbation, yield, routing, sediment, programnya",2019-10-20 16:00:00,11
55,"tunarungu, deaf, isyarat, algorithm, bisindo",2019-10-20 16:00:00,17
56,"drill, tunarungu, deaf, bulutangkis, pukulan",2019-10-20 16:00:00,30
57,"science, scientific, drill, inquiry, latihan",2019-10-20 16:00:00,30
58,"english, science, scientific, communicate, willingness",2019-10-20 16:00:00,15
59,"english, aspal, campuran, plastik, retardant",2019-10-20 16:00:00,9
60,"combustion, kinetic, thermogravimetric, fiber, microalgae",2019-10-20 16:00:00,14
61,"writing, combustion, platensis, efl, microalgae",2019-10-20 16:00:00,17
62,"writing, jawar, sajak, candi, tomat",2019-10-20 16:00:00,17
63,"food, pangan, candi, relief, sholihul",2019-10-20 16:00:00,21
64,"pangan, food, lestari, air, debit",2019-10-20 16:00:00,19
65,"buginese, sukses, berkah, kewirausahaan, enterpreneurship",2019-10-20 16:00:00,21
66,"nanorods, adding, zno, nanogenerator, triboelectric",2019-10-20 16:00:00,12
67,"mandarin, zno, nanorods, chinese, bahasa",2019-10-20 16:00:00,29
68,"mandarin, bahasa, chinese, bacillus, protease",2019-10-20 16:00:00,15
69,"disaster, preparedness, bencana, bacillus, tsunami",2019-10-20 16:00:00,23
70,"disaster, preparedness, betel, crocatum, piper",2019-10-20 16:00:00,21
71,"motorik, kasar, motor, betel, crocatum",2019-10-20 16:00:00,24
73,"fiber, laser, mode, locked, doped",2019-10-20 16:00:00,13
74,"autism, autisme, disorder, autistic, forest",2019-10-20 16:00:00,11
75,"autism, endophytic, cinchona, disorder, spectrum",2019-10-20 16:00:00,12
76,"endophytic, religious, religius, fungi, radicalism",2019-10-20 16:00:00,20
77,"museum, religious, historical, history, sites",2019-10-20 16:00:00,11
78,"audit, sejarah, fraud, teknologi, historical",2019-10-20 16:00:00,32
79,"perpustakaan, audit, fraud, informasi, library",2019-10-20 16:00:00,20
80,"perpustakaan, depresi, library, depressive, mental",2019-10-20 16:00:00,14
81,"creative, thinking, kreatif, mental, berpikir",2019-10-20 16:00:00,17
82,"creative, kreatif, thinking, berpikir, diversity",2019-10-20 16:00:00,20
83,"batik, motif, eagle, frog, ecoprint",2019-10-20 16:00:00,26
84,"batik, motif, welding, baja, steel",2019-10-20 16:00:00,13
85,"bacteria, indigenous, steel, lakes, welding",2019-10-20 16:00:00,12
86,"silica, bacteria, aerogel, zeolite, sand",2019-10-20 16:00:00,11
87,"silica, digital, literasi, immigrants, intergrated",2019-10-20 16:00:00,13
88,"digital, motivation, bored, literacy, pasch",2019-10-20 16:00:00,16
89,"jordanian, motivasi, social, view, twitter",2019-10-20 16:00:00,11
90,"social, media, tokoh, jewel, ein",2019-10-20 16:00:00,14
91,"aedes, cumini, jamblang, aegypti, larva",2019-10-20 16:00:00,7
92,"kinematics, understanding, impuls, rotational, force",2019-10-20 16:00:00,13
93,"kesenian, understanding, motion, kinematics, conceptual",2019-10-20 16:00:00,18
94,"sub, peo, ferrofluids, antibacterial, dmso",2019-10-20 16:00:00,22
95,"sub, ferrofluids, antibacterial, nelayan, dmso",2019-10-20 16:00:00,18
96,"ibu, nelayan, mkjp, fishing, contraception",2019-10-20 16:00:00,19
97,"ctpnp, phenomena, nonlinear, conference, theoretical",2019-10-20 16:00:00,7
98,"sharia, islamic, banks, quantum, syariah",2019-10-20 16:00:00,21
99,"multimedia, interaktif, unsur, sharia, syariah",2019-10-20 16:00:00,19
100,"multimedia, law, interaktif, amendment, legalisasi",2019-10-20 16:00:00,4
101,"manajemen, filsafat, ilmu, untaian, hukum",2019-10-20 16:00:00,16
102,"fuzzy, logic, mamdani, kuat, manajemen",2019-10-20 16:00:00,12
103,"fuzzy, economics, caring, logic, economic",2019-10-20 16:00:00,17
104,"kotoran, economics, pupuk, pembuatan, kompos",2019-10-20 16:00:00,17
105,"moral, debate, kotoran, sapi, motivational",2019-10-20 16:00:00,17
106,"counseling, moral, user, eligibility, kipas",2019-10-20 16:00:00,10
107,"counseling, counselor, hardness, quenching, brass",2019-10-20 16:00:00,8
108,"complying, serpong, casting, envelope, tall",2019-10-20 16:00:00,8
109,"heat, kalor, temperature, suhu, conceptual",2019-10-20 16:00:00,18
110,"fly, ash, kalor, suhu, heat",2019-10-20 16:00:00,8
111,"ash, petani, fly, pertanian, poncokusumo",2019-10-20 16:00:00,11
112,"tribe, traditional, medicine, plants, dayak",2019-10-20 16:00:00,10
113,"clean, semiring, roots, ring, matrices",2019-10-20 16:00:00,7
114,"clean, ring, taiwan, outpatient, hospital",2019-10-20 16:00:00,12
115,"sensitized, dye, solar, patient, zwitterion",2019-10-20 16:00:00,8
116,"tempeh, streptozotocin, potato, sweet, purple",2019-10-20 16:00:00,2
117,"rat, streptozotocin, tradisi, makna, purple",2019-10-20 16:00:00,18
118,"tulangan, rod, threaded, pull, glued",2019-10-20 16:00:00,6
119,"obese, exercise, bamboo, females, continuous",2019-10-20 16:00:00,10
120,"blended, obese, exercise, appeal, 365",2019-10-20 16:00:00,9
121,"thin, microstructural, film, blended, snse0",2019-10-20 16:00:00,6
123,"photocatalytic, polyoxometalate, keggin, remediation, hydrogen",2019-10-20 16:00:00,3
124,"bacterial, cellulose, films, photocatalytic, nanoplatelets",2019-10-20 16:00:00,7
125,"bacterial, cellulose, jalan, membrane, nanocellulose",2019-10-20 16:00:00,16
126,"road, sampah, jalan, waste, bersih",2019-10-20 16:00:00,11
127,"elektromekanik, titl, listrik, sampah, instalasi",2019-10-20 16:00:00,8
128,"biocomposite, pineapple, cellulose, starch, biofilm",2019-10-20 16:00:00,5
129,"pernikahan, pineapple, starch, cellulose, tapan",2019-10-20 16:00:00,9
130,"pandemi, marriage, covid, 19, pernikahan",2019-10-20 16:00:00,18
131,"pandemi, derivatives, antibacterial, linn, covid",2019-10-20 16:00:00,6
132,"map, build, concept, extended, kit",2019-10-20 16:00:00,16
133,"concept, map, build, fashion, extended",2019-10-20 16:00:00,12
134,"graded, concrete, ratio, fashion, reinforcement",2019-10-20 16:00:00,12
135,"graded, concrete, beams, ratio, reinforcement",2019-10-20 16:00:00,10
136,"inquiry, guided, oriented, kelarutan, metakognitif",2019-10-20 16:00:00,10
137,"inquiry, guided, tumbuhan, oriented, mgmp",2019-10-20 16:00:00,10
138,"diabetes, mellitus, plant, dm, melitus",2019-10-20 16:00:00,11
139,"diabetes, mellitus, satisfaction, administrative, lecture",2019-10-20 16:00:00,17
140,"satisfaction, institutions, rokok, merokok, tobacco",2019-10-20 16:00:00,8
141,"emotion, smoking, classification, intelligence, detection",2019-10-20 16:00:00,6
142,"halal, emotion, face, recognition, guarantee",2019-10-20 16:00:00,18
143,"halal, dose, miky, aib, syu",2019-10-20 16:00:00,8
144,"kisi, tier, miskonsepsi, monitoring, tes",2019-10-20 16:00:00,8
145,"neutron, stars, instrumen, tier, rapidly",2019-10-20 16:00:00,11
146,"ikhtiar, konjungsi, korpus, bahasa, musyawarah",2019-10-20 16:00:00,6
147,"bakar, language, introducing, sepeda, fuel",2019-10-20 16:00:00,8
148,"konsumsi, economic, intensitas, literacy, perilaku",2019-10-20 16:00:00,9
149,"mice, konsumsi, cells, ekonomi, fat",2019-10-20 16:00:00,10
150,"corporate, responsibility, csr, mice, perusahaan",2019-10-20 16:00:00,7
151,"caco3, responsibility, corporate, fulica, achatina",2019-10-20 16:00:00,5
152,"turbine, caco3, calcium, computational, fluid",2019-10-20 16:00:00,7
153,"sepakbola, turbine, pemain, sepak, bola",2019-10-20 16:00:00,13
154,"hbv, sepakbola, mutation, hepatocellular, betatrophin",2019-10-20 16:00:00,7
155,"asphalt, marshall, wearing, betatrophin, metabolic",2019-10-20 16:00:00,8
156,"asphalt, video, wearing, marshall, concrete",2019-10-20 16:00:00,7
157,"video, disability, delay, junrejo, intellectual",2019-10-20 16:00:00,9
158,"2020, 2019, semester, 2018, genap",2019-10-20 16:00:00,14
159,"mips, molecularly, phenol, detecting, paste",2019-10-20 16:00:00,1
160,"supervision, collegial, ionic, polymer, approaches",2019-10-20 16:00:00,10
161,"supervision, penulisan, ilmiah, guru, artikel",2019-10-20 16:00:00,16
163,"project, selpi, lean, startup, improvement",2019-10-20 16:00:00,5
164,"contingent, scaffolding, project, cmooc, pembelajarn",2019-10-20 16:00:00,5
165,"scaffolding, fraction, seventh, layers, sense",2019-10-20 16:00:00,7
166,"backpropagation, ann, fractions, fraction, visitors",2019-10-20 16:00:00,7
167,"proficiency, esai, across, authentic, writing",2019-10-20 16:00:00,6
168,"tournament, teams, tgt, games, menulis",2019-10-20 16:00:00,12
169,"tournament, order, teams, games, tgt",2019-10-20 16:00:00,12
170,"life, order, higher, disruptive, thinking",2019-10-20 16:00:00,8
171,"life, anaerobic, spinach, krebet, phytoremediation",2019-10-20 16:00:00,7
172,"ekonomi, kek, pillar, efisiens, adroid",2019-10-20 16:00:00,5
173,"pedagogical, content, technological, knowledge, knowladge",2019-10-20 16:00:00,8
174,"pedagogical, technological, content, pacet, wenner",2019-10-20 16:00:00,4
175,"pottery, craft, landslide, ceramic, souvenir",2019-10-20 16:00:00,6
176,"pbinagd, amplification, optical, spectroscopy, glass",2019-10-20 16:00:00,3
177,"glasses, bank, nmr, inf, gel",2019-10-20 16:00:00,9
178,"comedy, komik, comica, macots, apersepsi",2019-10-20 16:00:00,7
179,"ovop, virtual, disrupsi, electronics, analog",2019-10-20 16:00:00,3
180,"filsafat, aristotle, virtual, mozaik, bookchapter",2019-10-20 16:00:00,5
181,"simplicia, decoction, balb, kaempferia, pandurata",2019-10-20 16:00:00,6
182,"newton, laws, law, epistemic, hukum",2019-10-20 16:00:00,11
183,"newton, laws, kelud, bencana, hukum",2019-10-20 16:00:00,4
184,"self, regulation, studentsessay, qur, regulated",2019-10-20 16:00:00,8
185,"obesitas, self, regulated, kejadian, kanjuruhan",2019-10-20 16:00:00,6
186,"perovskite, ambient, obesitas, solar, lead",2019-10-20 16:00:00,5
187,"returns, perovskite, evidence, solar, austra",2019-10-20 16:00:00,4
188,"validating, infections, questionnaire, rasch, prevention",2019-10-20 16:00:00,5
189,"weathering, rock, susceptibility, andesite, magnetic",2019-10-20 16:00:00,5
190,"backhoe, equipment, susceptibility, magnetic, co2",2019-10-20 16:00:00,6
191,"ii, nanomagnetite, carboxymethyl, kappa, preconcentration",2019-10-20 16:00:00,9
192,"turbine, wind, ii, nanomagnetite, torque",2019-10-20 16:00:00,9
194,"critical, silver, problem, thinking, retention",2019-10-20 16:00:00,11
